company,title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
ticketsource,An Great Online Ticketing Agency!,Fred P.,,,,NO,Source: Capterra,11-Jan-17,4,4,4,5,5,10,"Comments: We've used Ticket Source for our concerts for a couple of years now and have found that online bookings have increased steadily . The site is easy to use and customer support is friendly and very helpful - not that you'll need it very often. The fees they put on tickets aren't outrageous and we also used them for a free concert we offered because they don't charge anything for ticketing these! Shortly after the event, the money appears in our bank account and always tallies with ticket sales.",,,,
ticketsource,Great tool,Malcolm M.,,,,NO,Source: Capterra,11-Jan-17,5,4,5,5,5,10,"Comments: We are a small private community theatre and it was not envisaged that it would be used by many of our patrons, but after a small number of years, we have greatly increased use online, and the charges are reasonable, I do wish some of the better known venues would use this service, as recently I booked to see an Andre Rieu performance, and in addition to the high card fees, I had to pay delivery on the tickets, so, I opted to collect from the box office, but was charged an identical fee to the deliver charge, as a collection fee, come on promoters, switch to ticketsource..",,,,
ticketsource,Ticket source is overall a good product and I will continue to use it,Mike P.,,,,NO,Source: Capterra,11-Jan-17,4,3,4,4,5,10,Comments: I have used Ticketsource on a number of occasions. Some with individually numbered seating other simply with a number of available seats.,,,,
ticketsource,The best way to sell your tickets online,Peter T.,,,,NO,Source: Capterra,11-Jan-17,5,4,4,5,5,10,"Comments: We began using TicketSource about 18 months ago after having used a competitor for a couple of years. TicketSource is great giving you a great deal of flexibility - far more than we, a small local amateur dramatic society, need! Ticket sales are easy for our clients, and we receive a daily sales list to keep us up to date with how they are going. We then get a compilation list for each evening to use in the box office. I wish all our clients would use TicketSource, it's easier for us than selling tickets ourselves or through local outlets!",,,,
ticketsource,Great work all round!,Kat A.,,,,NO,Source: Capterra,12-Jan-17,4,4,4,4,5,10,Comments: Fantastic service with a sensibly designed and easy to use the system. Excellent re-tweeting as well much appreciated.,,,,
ticketsource,"Full featured, nice layouts but expensive.",Phil M.,,,,NO,Source: Capterra,11-Jan-17,4,4,4,3,5,10,"Comments: Better than most alternative systems because it allow seat plans to be created that are roughly to scale, with angled seats. Customers have to choose a seat price before seeing the plan which I don't like, but otherwise the customer experience is OK. The system can also handle thermal ticket printing which I haven't tried (we just use emailed tickets and there's no internet access at the door) but might be very useful for some.",,,,
ticketsource,Black Dog Days gig,Bob N.,,,,NO,Source: Capterra,12-Jan-17,5,5,5,5,5,10,"Comments: I had spent ages trying to work with MusicGlue, but found it very difficult to get exactly what I needed. Eventually I gave up and tried TicketSource as a last resort, not expecting to solve the issues I was having. I was amazed at how intuitive TicketSource was. I had spent literally days toiling with MusicGlue, but I set up my TicketSource event and started selling tickets within a couple of hours! I will definitely use TicketSource for all my events in the future and would recommend TicketSource to anyone.",,,,
ticketsource,Charney Church,Pam E.,,,,NO,Source: Capterra,11-Jan-17,4,4,4,5,5,10,"Comments: On the whole it's really good. Ticket bookings (ie when they are paid for) works better than reservations. When I reserve tickets it doesn't always send a ""reservation e-mail"" to those making the reservation and it is difficult to change a reservation to a confirmed booking. I now get around it by completely cancelling the reservation and starting a new booking, this does however make the reports a little confusing and take a little more time than I would like. Your customer service team is spot on though. They are great.",,,,
ticketsource,Ticketsource from a promotor point of view,Peter D.,Managing Director,,,NO,Source: Capterra,7-Oct-14,5,4,4,5,5,10,"Comments: The system is great and way out ahead of other ticketing systems in terms of ease of use, access to information and being able to present a good fresh interface for customers and as a back office.",,,,
ticketsource,"Easy, well run and just what we needed",Stephen I.,Joint artistic director,"Entertainment, 1-10 employees",Used the software for: Less than 6 months,NO,Source: Capterra,1-Nov-18,5,5,5,5,5,10,,Pros: Very simple to use for an old fogey like me!,Cons: Found it a bit complicated to organise comps,Overall: Good service and really professional,
ticketsource,TicketSource,Mike W.,Managing Director,,,NO,Source: Capterra,7-Oct-14,5,5,5,5,5,10,"Comments: As a regular event organiser I have used several ticketing companies over the years, I have settled on TicketSource because it offers me a complete solution to ticket sales; whether I want to sell tickets from my website or social media or whether I want to offer a telephone or postal booking service - TicketSource does it all.It's a very easy to use but fully featured 'front end' but if I do get into difficulties there is plenty of help available online or on the phone, the customer service is excellent.TicketSource are constantly improving the features and have recently provided integration with MailChimp. I can't speak highly enough of them!",,,,
ticketsource,"Great App, Easy to use.",Marc S.,,,,NO,Source: Capterra,12-Jan-17,4,4,4,5,5,10,"Comments: The app seems to drain device power at an incredible rate. But other then that a great app. Was very impressed with all the features, being able to sell your own tickets and having them all on the same spreadsheet for ease and speed front of house. Back of house reports were quite comprehensive for what we needed them for.",,,,
ticketsource,TicketSource is a great solution for semi-pro events,Gareth P.,,,,NO,Source: Capterra,11-Jan-17,5,4,4,5,5,10,"Comments: Over the years I've used several websites to provide ticketing for small scale events I've been involved in. TicketSource is by far the best solution. The interface is fairly intuitive. Creating new events, for a play with numbered seating, a cinema screening or a poetry event with more casual attendance was straightforward and the results were attractive. It was easy to interface the site with our theatre website via HTML code. It is also excellent for filtering the customer data for marketing purposes.",,,,
ticketsource,Ticket Source? 'May the Source be with you!',Richard B.,,,,NO,Source: Capterra,13-Jan-17,5,5,5,5,5,10,Comments: Just great. Soooo much easier to handle our box office. However would prefer instant notification of seats sold as we also sell them over the old telephonographic method!,,,,
ticketsource,Great on the whole,Erin E.,,,,NO,Source: Capterra,11-Jan-17,5,4,4,5,5,10,"Comments: It is a user-friendly system for customers, and the process of money transfer for organizers is great. Setting up events in the first place is a little quirky, but it's easy to get past this. A demo thermal ticket app for Mac would be brilliant",,,,
ticketsource,First ever show - so glad I chose TicketSource!,Bethan H.,Lady of the Manor,,,NO,Source: Capterra,26-May-16,5,5,4,5,5,10,"Comments: Site is very easy to use, easy to navigate and get event set up (I'm fairly good with computers but not a total whizz and this is the first event I'd ever run).I like that there are lots of customisable options and that I could put my event ""stamp"" on it, so my audience felt involved before the night - they were buying tickets from me, not a generic site. Customer service was good, I didn't have any issues to report but just after I set up the event, I got a call advising of some other options I could use within the event page for ticketing (which was very useful!) Other producers I know have decided to use TicketSource based on my experience and I will definitely use them again for my next show :)",,,,
ticketsource,Good product. Just a few niggles.,Gavin R.,,,,NO,Source: Capterra,8-Oct-14,4,5,4,5,5,10,"Comments: We sometime have customers tell us that the transactions buttons are not visible on their screen, it is too low to show. We usually have the same problem but the slider bar allows us to scroll down - annoying but not a show stopper.",,,,
ticketsource,Brilliant!,Martin C.,,,,NO,Source: Capterra,13-Jan-17,5,5,5,5,5,10,"Comments: Used Ticketsource for all our ticketing for past 3 years. Brilliantly designed, its ease of use both for the venue operator and online for customers is outstanding. Customer support is the best I've had from ANY software/IT supplier. In my years as a venue manager I've operated numerous ticketing systems including BOCS (!), Databox, ENTA, and others. Ticketsource is streets ahead of them all!",,,,
ticketsource,Thoroughly recommended - Great Customer Service,Sandra H.,,,,NO,Source: Capterra,16-Jan-17,5,4,4,5,5,10,Comments: I have been using ticket source very successfully for a couple of years now. I am a small business that runs small scale events.,,,,
ticketsource,Great product and great product support,Bob S.,,,,NO,Source: Capterra,11-Jan-17,5,3,4,5,5,10,Comments: My only negative is: we usually have a different layout in our auditorium for each of our 5 plays and we offer a password early booking week for members. This means that for each block of seats (typically 3 and sometimes more) there is a lot of setting up for each production. A way of making this easier would be great. Otherwise a great product and great support whenever needed.,,,,
ticketsource,The perfect Ticketing system for Hebden Bridge Piano Festival,Jan S.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: Once I'd taken a good look round the system I found it all very straightforward. And whenever I've been unsure I've had a speedy reply to my query. It's great that I can brand our sales pages to match the website - that gives people real confidence as they buy tickets for our events. All in all, Ticketsource is fantastic.",,,,
ticketsource,easy booking system,Yvonne T.,volunteer,,,NO,Source: Capterra,8-Oct-14,5,4,5,4,5,10,"Comments: I work on the box office as a volunteer for our theatre and am not particularly ""technical"" but find the system easy to use. I've also tried online booking and couldn't find much wrong with that either. A few of our customers have reported problems printing their e-tickets but I can't comment on that.",,,,
ticketsource,Absolutely brilliant!!,Ben W.,General Technical Dogsbody!,,,NO,Source: Capterra,11-Feb-16,5,5,5,5,5,10,"Comments: As a long time established pantomime group we have been stuck in our ways for many years running a manual cash/cheque based ticket sales system. We decided to explore online ticket sales this year after a rise in non collected & non paid for tickets and also move into the 21st century! We cannot fault ticket source in any way! The support we have received for little niggles & how to's has been exceptional on the odd occasion we have had to ring them we are always greeted by a very friendly, knowledge member of staff who couldn't do anymore for you!",,,,
ticketsource,Excellent Service - Don't know how we managed without it,Dale R.,Secretary,,,NO,Source: Capterra,7-Oct-14,5,5,5,5,5,10,"Comments: Several local theatre groups have taken our lead and now also use TicketSource. It's so easy, even for the non-techie. The printing is so simple and reliable, bookings can be made by anyone you give access to it (all our members booking their's and their families tickets themselves) and it even has a simple CRM system inbuilt now. Great, just great.We hide the credit card charge in our ticket fee to encourage online sales and although they started slowly we now see 30-50% of sales going through the service. It costs us a little more but we're too small to have a dedicated booking office person so it's ideal.",,,,
ticketsource,Excellent Service - Don't know how we managed without it,Dale R.,Secretary,,,NO,Source: Capterra,7-Oct-14,5,5,5,5,5,10,"Comments: Several local theatre groups have taken our lead and now also use TicketSource. It's so easy, even for the non-techie. The printing is so simple and reliable, bookings can be made by anyone you give access to it (all our members booking their's and their families tickets themselves) and it even has a simple CRM system inbuilt now. Great, just great.We hide the credit card charge in our ticket fee to encourage online sales and although they started slowly we now see 30-50% of sales going through the service. It costs us a little more but we're too small to have a dedicated booking office person so it's ideal.",,,,
ticketsource,Harlow Chorus Concert Ticket Sales,Kathleen L.,,,,NO,Source: Capterra,12-Jan-17,5,4,4,5,5,10,"Comments: Ticketsource is, on the whole, easy to use in order to add concert details and update any changes to details as necessary. I'm not so happy with the recently slightly changed formats of the Daily Summary sent by email but am getting used to that. If I've encountered any problems, technical or otherwise, customer support is excellent - helpful, speedy and efficient.",,,,
ticketsource,First time user,Sue H.,Box Office Manager,,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,"Comments: This is the first time we have used an outside agency to sell tickets for our Festival. As the Box Office manager I have found it brilliant. It's quick, easy to use and every query I've had has been answered simply and straightforwardly. Everything I thought might be an obstacle just wasn't!",,,,
ticketsource,First class ticketing solution matched by outstanding customer service,Carol D.,Ticket Secretary,,,NO,Source: Capterra,8-Oct-14,5,5,4,5,5,10,"Comments: TicketSource has been simply superb. The service has taken the hassle out of managing our box office and online sales now make up a significant proportion of bookings. The website is straightforward to use and on the odd occasion where it has been required, help is never far away. It is refreshing to find a company wanting to help you out so much, you genuinely feel like a valued customer. Highly recommended!",,,,
ticketsource,Excellent Ticket facility,Sarah J.,,,,NO,Source: Capterra,8-Oct-14,5,5,4,5,5,10,"Comments: I use TicketSource about 6 times a year for selling tickets online for concerts. The site is very good, it is generally very simple to see how to set a concert up. The fees are very reasonable and the money gets paid without fail promptly after the event. The 'Help' facility is good and the customer service is excellent. I got a phone call from them a few days after I registered simply to see if everything was ok and to make a connection with me. That was a good personal touch. I have recommended TicketSource to several friends who now use them for their own events.",,,,
ticketsource,Coach Potato,Ian K.,,,,NO,Source: Capterra,11-Jan-17,5,5,4,5,5,10,"Comments: Would like to work with you to develop existing software product to be more tour event friendlyThis is a big market and I know with a few tweaks you could open up more opportunities.Example instead of door opening times could provide coach pick up points",,,,
ticketsource,House of Stand Up loves TicketSource,Trevor J.,,,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,"Comments: There's a choice when considering who you should trust with your external ticket sales. However TicketSource initially explained everything in an easy to following format and in over three years as a customer they've never disappointed.They are constantly improving their product and updating customers with a regular newsletter. On the very few times I've needed to contact the support team whether by email or phone my query has been dealt with in a prompt and efficient manner.TicketSource are a company that I would have no hesitation in recommending.",,,,
ticketsource,"Very easy to use service - great support and reasonable fees. Sold over 2,000 tickets through them.",Colin A.,Director,"Entertainment, 1-10 employees",Used the software for: Less than 6 months,NO,Source: Capterra,9-Nov-17,5,4,3,5,5,9,,"Pros: Ease of setupVery helpful supportQuick reports that can easily be reviewed on a phoneQuick payment","Cons: Reports selection is poor. We were mailing our own tickets and to do the weekly mailing I had to download two reports into Excel, join using VLOOKUP and then manually check as the address report does not have the customer reference and if there are two people with the same surname the address reports sorts differently to the sales report.",Overall: The ability to easily sell tickets online,
ticketsource,First time user,John O.,,,,NO,Source: Capterra,11-Jan-17,4,3,4,5,5,9,Comments: I found they system a little difficult to understand until I had the guidance of the support staff. Following that was less of a problem but I still found some of the menus in terms of ticket display a little confusing. The search for a gig on the customer site is not always foolproof as well,,,,
ticketsource,Ticketsource Review,Dick H.,Chairman,,,NO,Source: Capterra,7-Oct-14,5,5,4,4,5,9,"Comments: Delighted with ticketsource, which I find extremely user friendly and simple to use. I have now converted our local theatre, our local music concert organisation, and our local festival to on-line ticketing through ticketsource. The other organisations involved like it. There's no registration for purchasers, one-off events can be easily included, and amendments to events are easy to do. The reporting system is fine, and moneys are paid efficiently.All told a very satisfactory product.",,,,
ticketsource,So easy and customer support were fantastic,Alison D.,Producer,,Used the software for: Less than 6 months,NO,Source: Capterra,4-Apr-18,5,5,5,5,5,9,,Pros: I have not done anything like this before and was a bit nervous but it was so straightforward and easy to use.I liked being able to check the ticket sales and was simple to do refunds.,,,
ticketsource,Excellent Customer Service. Always polite and willing to help.,Molly A.,,,,NO,Source: Capterra,12-Jan-17,4,4,4,5,5,9,Comments: Would be helpful if box office stayed open until the start of the performance to cope with people coming in the door.,,,,
ticketsource,Great - Great - Great,Anthony L.,Senior Nurse,"Health, Wellness and Fitness, 10,001+ employees",Used the software for: 2+ years,NO,Source: Capterra,6-Feb-17,5,5,5,5,5,10,,Pros: Ease of use,Cons: Don't know any.,"Overall: Amazing ease of use even for me - who can't even do Facebook - brillent customer service - value for money, I just wish infoind these guys earlier.",Recommendations to other buyers: Don't bother searching for another piece of software. This one does it all and so easy.
ticketsource,Ticket source Review,Kendal M.,,,,NO,Source: Capterra,11-Jan-17,5,4,4,5,5,10,Comments: I think it is a good way for people to book tickets and it is easy for a user to go through the process. i just wish that the printing go tickets option was still available as not having that is a bit of problem.,,,,
ticketsource,Software for softies,Angela B.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: We have used Ticketsource for 2 annual music festivals held in October, in Buckinghamshire. We were able to set up the venues and events with minimal support from Ticketsource. The system enabled an initial 'in house' box office followed by online and telephone provided by Ticketsource. Support from Ticketsource was easily available on the phone, in a user friendly fashion.",,,,
ticketsource,Useful ticketing system,Alan Y.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: We are a small singing group using a small local theater for our performances. We sell most of our tickets via TicketSource and have found their system invaluable, especially for a small group like ours with few resources. The system is easy to use, both for us as a group, and for our audience, and we now wonder how we managed without it in the past.",,,,
ticketsource,Online Box Office and Ticket Sales Solution,John C.,,,,NO,Source: Capterra,8-Oct-14,5,5,5,5,5,10,Comments: Ticketsource provide a very intuitive and easy to use system that was a perfect partnership for our theatre group. It allows a great deal of control and provides brilliant reporting facilities that we have found very useful for managing and analysing our events. The merchant/sales service is great for an organisation like ours where setting up our own online merchant service is impractical. The Ticketsource team have always been on hand should we need any questions answering or help with the system.,,,,
ticketsource,So glad we chose TicketSource,Jane P.,,,,NO,Source: Capterra,13-Jan-17,5,5,5,5,5,10,"Comments: TicketSource offer a great service. We chose them because we operate reserved seating at several different venues and the programme allows you to create seating plans. All their staff are knowledgeable and helpful and don't make you feel an idiot! There is quite a lot to learn at first, but the it gets easier. We are now finding the reports on sales and who purchases very useful. Thank you TicketSource!",,,,
ticketsource,Easy online ticket sales,Richard F.,,,,NO,Source: Capterra,13-Jan-17,5,4,4,5,5,10,"Comments: Using Ticketsource has allowed us to expand into online ticket sales, which is not something we would otherwise have been able to do. The flexibility of charges (allowing a fixed charge, a percentage of the ticket, etc) allows us to ensure customers are not burdened with the complete cost of using the service.",,,,
ticketsource,Administrator entitlement,Anthony O.,Committee Member,,,NO,Source: Capterra,8-Oct-14,5,5,4,5,5,10,"Comments: All aspects of managing ticket source appears very easy to operate and obtain reports on, even for the technophobes of our group. Only con found so far is how to change income from normal ticket prices when a third 'discouted' option is in place yet not set up on system. This has been referred back to my groups' installer of the system to address. Cannot understand why we did not do this earlier.",,,,
ticketsource,Pirbright Players,David G.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: I've found Ticketsource really useful for our amateur dramatics group. We're able to have both online bookings and traditional bookings, using cheques, for our performances. Our online bookings have increased as customers realise how easy it is to use. The software is straightforward and links well into our website. Ticketsource's customer service, when needing help, is very good. I'd recommend this booking system.",,,,
ticketsource,I recommend Ticket Source,Phil L.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: I have used Ticket Source to provide an online ticketing outlet for two events this year, and its so easy to set up and use I am recommending Ticket Source to people I meet who are looking for an online booking service. On the one occasion I needed help - the support team responded promptly and resolved the problem. I will be using Ticket Source again.",,,,
ticketsource,The best move we've ever made,Shaun D.,,,,NO,Source: Capterra,12-Jan-17,5,5,5,5,5,10,"Comments: We took the decision to go with ticket source a few years ago and have never looked back since. Professional in every aspect and so easy to use. We don't yet use the ""Scan"" feature (as we haven't really needed to) but i can imagine this being a real winner with bigger events.The report facilities are also fantastic. Never had any problems whatsoever and I would recommend TicketSource to anyone...!",,,,
ticketsource,Greta customer support!,jennifer s.,,,,NO,Source: Capterra,12-Jan-17,5,5,5,5,5,10,"Comments: The customer support is great! - I made a few errors/needed help a few times. I rang the helpline and spoke to someone every time who talked me through any problem without being patronising to a noncomputer person! I have now used ticket source for 2 events (Musical Theatre shows.)I will be using the site again and recommend it to everyone I know! - Thank you.",,,,
ticketsource,We love Ticketsource,Craig B.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: We have been using Ticketsource as our primary box office service for the past 5+ years. The software is easy to use and intergrates into our mailing helping us to save on time. The Ticketsource gang are always quick to respond, very efficient and so friendly, we don't have to think twice about contacting them with queries.",,,,
ticketsource,A brilliant answer to a question we didn't know that we needed to ask,Gwilym B.,,,,NO,Source: Capterra,11-Jan-17,5,4,4,5,5,10,Comments: Occasionally we have the opportunity to sell car park spaces for events and Ticket Source has been the ideal tool for us to take pre payment for people traveling from afar. When it comes to market the availability of spaces the ability for people to book in advance and secure their places in advance has been a blessing.,,,,
ticketsource,Making Ticket Management Easy,Darren S.,,,,NO,Source: Capterra,12-Jan-17,4,5,4,5,5,10,Comments: We have been using the system for nearly a year to keep a track of our school performances. The system allows us to know exactly how many people we are expecting with ease. No more sitting for hours making paper tickets that are then binned.,,,,
ticketsource,Box office service,Farquhar M.,Founder,,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,"Comments: I think the site is greatly improved. It's very easy for punters to use, and I, as the event organiser am able to manage my own bookings very effectively.",,,,
ticketsource,Excellent ticketing system,Hilary S.,,,,NO,Source: Capterra,12-Jan-17,5,4,5,5,5,10,"Comments: I've used this system both as a buyer of event tickets and as a manager selling tickets for a show. it's a simple, easy-to-use system which works really well. the set up process takes no time and it's designed to be accessibly to even informal settings like a family garden party. Fantastic and supportive staff check that you are doing OK. I recommend them highly.",,,,
ticketsource,One of the best services I have used in any sector,Mark N.,Secretary,,,NO,Source: Capterra,8-Oct-14,5,5,5,5,5,10,"Comments: Ticketsource is really easy to use and the customer service is absolutely outstanding. Unlike so many service companies, Ticketsource actually listen to and act upon feedback. Using the service frequently has raised areas where I think refinements would be beneficial - in both cases Ticketsource has adopted that feedback (which I've no doubted was duplicated by other users) to make its service better than ever.",,,,
ticketsource,"The system was so user friendly, and managing our event was terrific, why did we not discover Ticket",Pamela R.,President,,,NO,Source: Capterra,14-Apr-16,5,5,5,5,5,10,"Comments: My experience was only positive , staff very helpful with any minor glitches I had but once I got the hang of the reports and functions of the system it was so easy.The promptness after the event at getting details of our overall sales and income was superb. I cant praise Ticket source enough.",,,,
ticketsource,Couldn't ask for more!,Chris M.,,,,NO,Source: Capterra,12-Jan-17,5,5,5,5,5,10,"Comments: An absolutely TOP QUALITY company - have been using TicketSource for around 6 or 7 years now and have watched it grow and evolve. If I have had any queries or issues, their customer service has always been absolutely brilliant and it's great to see the features and options grow and grow.",,,,
ticketsource,Outstanding piece of kit,Sue M.,,,,NO,Source: Capterra,12-Jan-17,5,5,5,5,5,10,Comments: This is the first time we haver used Ticket Source for our dance productions and we will certainly be making you guys our no 1 source for selling tickets.,,,,
ticketsource,Works a treat,Dave H.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: TicketSource works great, we've not had any major problems and minor queries were soon answered by the support team. The MailChimp integration is useful for us as well as everything is connected together.",,,,
ticketsource,We Learned Along The Way,Rick C.,,,,NO,Source: Capterra,11-Jan-17,5,5,4,5,5,10,"Comments: We use the facility for an AmDram group of volunteers. A way of capturing sales by credit cards. I have learned to reserve tickets until paid for rather than issuing them as sold. It helps massively at the box office for the person to know who to collect money from 'on the door'. But we would highly recommend the service as easy to set up, easy to use",,,,
ticketsource,"Brilliant, helpful service",Hilary S.,P{roducer,,,NO,Source: Capterra,11-Oct-15,5,5,4,5,5,10,Comments: We tried out Ticketsource for a small-scale outdoor event in September. I had bought tickets from them before but this was our first time selling. The system works really well and it's flexible so you can decide whether to absorb the commission charges or not. I was surprised to get an actual telephone call from one of the staff asking how it was going and did I have any problems? Really good to speak to a human being. She also phoned after the event had finished to check how it all went. It goes without saying that the final payment came in promptly. Excellent.,,,,
ticketsource,A good experience,Graham R.,,,,NO,Source: Capterra,12-Jan-17,5,4,4,5,5,10,"Comments: First time use for us. Really good personal technical support. Don't change it!!We had been looking for this type of service for some time. One are that could be better is the pre-population of the database with member data. This is a small point overall",,,,
ticketsource,Easy-to-use system!,Branwen M.,Press and Publicity officer,,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,"Comments: Our local theatre group have been using Ticketsource for our online ticket sales for the last couple of years, and have been very impressed with the service. The Ticketsource interface is VERY easy to use, with lots of functionality and flexibility. Whenever we've run into difficulty (that has only happened once or twice!) the customer support team have been very quick to reply to emails and have always been very helpful and patient. I can't imagine ever needing to look elsewhere for online ticket services.",,,,
ticketsource,Ticketsource for us,Chris A.,,,,NO,Source: Capterra,11-Jan-17,4,4,4,5,5,10,"Comments: We've used Ticketsource for our last 5 productions and would thoroughly recommend them. Even if you have made a mistake in preparing the entry, the helpline is super-efficient and friendly.",,,,
ticketsource,Brilliant system,Jennie F.,,,,NO,Source: Capterra,11-Jan-17,5,5,4,5,5,10,Comments: We have used TS for two years now and despite our administrators being well retired and our seating in a very old church being very complicated with help from the service team it's all been a piece of cake!!! We'd like it to be cheaper but we certainly wouldnt be without it now.,,,,
ticketsource,Excellent service for amateur theatre groups and more,Dale R.,,,,NO,Source: Capterra,11-Jan-17,5,5,4,5,5,10,"Comments: We've been using ticketsource for 5 years or more and although I review alternative services often, I can't find anything better out there. I would even recommend it for professional organisations but certainly for amateur theatre groups like us and several similar groups in the area use it on my recommendation.",,,,
ticketsource,First time users views,Frances O.,Member,,,NO,Source: Capterra,8-Oct-14,5,5,4,5,5,10,"Comments: As a Charitable Trust which puts on events as fundraisers, it is important to us to be able to control and track bookings for our events and to raise the maximum amount of money from them.Using Ticketsource has removed an enormous and sometimes inevitably inaccurate paper exercise And the need for physical collection of cash. It allows day by day monitoring of sales enabling us to increase marketing effort when needed.",,,,
ticketsource,Great ticket site,Edith W.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,Comments: This is a great site to promote and sell your tickets. It is easy to set up and instinctive to use. Customer service is second to none. They pay very quickly after your show has finished straight to the nominated bank account. Very highly recommended,,,,
ticketsource,Simple and Efficient,Dawn S.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: We are an amateur theatre in Arundel West Sussex and have been using ticket source now for over a year, All our patrons say how easy it to use and as the box office manager I find it great in all aspects. Also find the people at ticket source very helpful.",,,,
ticketsource,"Easy, economy, efficient - look no further for a booking system",David Y.,,,,NO,Source: Capterra,11-Jan-17,4,5,4,5,5,10,Comments: Over the years I have progressively come to use TicketSource for Manor Players and Riverside Players reservations and now rely on it completely for public on-line bookings and my own in-house reservations. And I am looking at using it for other organizations with whom I am involved,,,,
ticketsource,We love TicketSource!,Darren B.,Resident Producer,,,NO,Source: Capterra,10-Oct-14,5,5,4,5,5,10,"Comments: Since switching our ticketing to TicketSource, coupled with the growing engagement on our social media, we've noticed an increase in sales, due to the ease our customers find using their software.",,,,
ticketsource,Ideal solution,Liz S.,,,,NO,Source: Capterra,19-Jan-17,5,5,5,5,5,10,Comments: We are a small/medium community theater with a flexible performance space and seating layouts. Ticketsource has proved ideal for our requirements. Volunteer Box Office staff have found the system easy & intuitive to use for bookings and administrators have found the functionality equally intuitive. And it's free!,,,,
ticketsource,Ticket Source is Fantastic,Gill H.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: We signed up to Ticket Source 12 months ago. The customer support is amazing, I cannot tell you how many times I have rung to ask questions. The great thing is that you get to speak to someone who really understands the product and I have yet to have an unanswered question. Everyone without fail is helpful and friendly and immediately understand your needs. I would not hesitate to recommend Ticket Source!",,,,
ticketsource,The BEST Box Office Solution,Ian M.,,,,NO,Source: Capterra,11-Jan-17,5,4,5,5,5,10,"Comments: Having looked at all the current web box office providers, TicketSource is definitely the best, the most feature-rich, the most user-friendly and the most comprehensive. Customer service is always prompt & friendly, and our customers have given brilliant feedback about using it.",,,,
ticketsource,Brilliant,Ian G.,Publicity Officer,,,NO,Source: Capterra,20-Oct-14,5,5,5,5,5,10,"Comments: As a small Am Dram group, we have been delighted with Ticketsource and the service they offer. We would not have been able to sell tickets online without them. We were unsure whether our audience would be interested in online ticketing, but we sell many of our tickets this way now, by a simple link from our website which shows customer's easily how many tickets are still available and for which nights.",,,,
ticketsource,The Heron Theatre uses Ticketsource,John B.,,,,NO,Source: Capterra,13-Jan-17,5,5,5,4,5,10,"Comments: Ticketsource has proved to be an excellent ticketing process for a small rural theatre run entirely by volunteers. Most custmers find qthe online booking easy and Box Office staff have also learned the system quickly. Support when needed is very quick.Highly recommended",,,,
ticketsource,Windsor Theatre Guild's Experience with Ticket Source,Derek R.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,4,5,10,"Comments: We have used Ticket Source twice now and are about to use it again shortly. Throughout we have been very pleased with the service as have our customers. In particular, the staff has always been extremely helpful and prompt whenever we have made a query.",,,,
ticketsource,TicketSource - one stop solution for event promoters,Mike W.,,,,NO,Source: Capterra,11-Jan-17,5,5,4,4,5,10,"Comments: I've been using TicketSource for selling tickets for Opera Anywhere events for several years, the system is so easy to use, offers great functionality and there is great support available from TS. The really nice thing is it's literally a one-stop box office solution. No need for anything or anyone else!",,,,
ticketsource,New user experience,Mike P.,,,,NO,Source: Capterra,19-Jan-17,5,4,4,5,5,10,Comments: We do not sell a large number of tickets for our film club through the web but have found Ticket Source to be very useful for the members of the film club who want an online purchase. Reports are very efficient and timely to track sales. The website was quite easy to set everything up with a little bit of guidance from helpful staff there.,,,,
ticketsource,Novice user pleased by straightforward set up,Harold M.,Secretary,,,NO,Source: Capterra,8-Oct-14,4,5,4,5,5,10,"Comments: I had no knowledge of how to set up an event on TicketSource and was a bit apprehensive. As it turned out, I had little difficulty. The only slight criticism I have is that the set up screens didn't clearly define what a 'section' was - a few more words to explain that this is how you define differential seating/ticket pricing etc wouldn't be amiss.",,,,
ticketsource,Does exactly what we want it to!,Christine W.,,,,NO,Source: Capterra,13-Jan-17,4,4,4,5,5,10,"Comments: This is my choir's first experience of selling tickets online. Other choirs on Twitter recommended Ticket Source, so we gave it a go - and it's worked really well.If I'm looking for any criticism - maybe the display style could be modernised a bit?",,,,
