company,title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
ticketsource,Works as expected,Richard C.,,,,NO,Source: Capterra,11-Jan-17,3,2,3,5,5,10,"Comments: Does what it promises.Editing entries is harder than it needs to be. I never click on the correct menu option the first time - definitely not intuitive to anyone other than the writer of the software. This would be less frustrating if I used the system more often but with only a couple of events a year I have to learn the quirks again each time.",,,,
ticketsource,Non-Profit Event Tickets-Winner Winner,Kathleen H.,,,,NO,Source: Capterra,6-Apr-17,5,5,5,5,5,10,Comments: TicketSource was easy to use from setup to cash out. I called support once and they were super helpful. The icons that I placed on our website were easy to use and attractive. This will be my go to program for ticket sales.,,,,
ticketsource,Great Box Office Service,Anna M.,,,,NO,Source: Capterra,11-Jan-17,5,5,3,3,5,10,Comments: We have used TicketSource for the last few years for our twice yearly drama productions. The system is very easy to use and the majority of our audience members are very happy with the service.,,,,
ticketsource,Great service,Beth C.,,,,NO,Source: Capterra,12-Jan-17,4,5,4,5,5,10,"Comments: This is an easy to use service which supports our need to sell tickets at a variety of Venus. Ticketsource provide fantastic, responsive customer service.",,,,
ticketsource,Excellent service,Alan S.,,,,NO,Source: Capterra,13-Jan-17,5,5,5,5,5,10,"Comments: We have been using Ticketsource for a few years now and, as well as the software working extremely well, the support from the staff is always second to none.",,,,
ticketsource,Ticketsource reviewed,Susie H.,,,,NO,Source: Capterra,11-Jan-17,5,5,4,5,5,10,Comments: We have just started using ticketsource and were amazed to find how easy it is to use. The help and advice given is really useful.,,,,
ticketsource,Simple and effictive,Dick B.,,,,NO,Source: Capterra,13-Jan-17,4,4,4,5,5,10,"Comments: A simple system, ideally suited to a small amateur drama group, with limited human resource, expertise and money.",,,,
ticketsource,Great Value Professional Services,Wendi S.,Chairman,,,NO,Source: Capterra,8-Oct-14,5,5,4,5,5,10,Comments: TicketSource allows small groups and organisations to present a professional online box office to their customers. It is extremely easy to use and has a number of useful features that make managing event books really straightforward.,,,,
ticketsource,Excellent free ticketing for small venues,Connie J.,,,,NO,Source: Capterra,12-Jan-17,5,5,5,5,5,10,Comments: We have increased our ticket sales since we started using TicketSource. It's very easy to use and our customers appreciate being able to buy tickets at a time suitable to them,,,,
ticketsource,Ticketsource Assessment,Ben D.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,Comments: Ticketsource is the best ticketing website that I've come across in terms of both functionality and cost.,,,,
ticketsource,EMG Ticket Sales,Rachel W.,,,,NO,Source: Capterra,24-Jan-17,5,5,5,5,5,10,Comments: Really good website for a range of seating plans with different prices. Also ability to set promo codes.,,,,
ticketsource,Excellent,James B.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,Comments: Website was very easy to use and allowed me to achieve my job with no problems it also gave me more feedback than expected. I will definitely use it again,,,,
ticketsource,Brilliant Company!,Liz L.,trustee,,,NO,Source: Capterra,7-Oct-14,5,5,5,5,5,10,Comments: My experience - and I am speaking as someone not particularly tech-savvy has been totally brilliant! they have been very helpful on the phone and the user interface is very easy to work and really well designed. Can recommend very highly!,,,,
ticketsource,Awesome System & People!,David L.,Organiser,,,NO,Source: Capterra,4-Dec-14,5,5,5,5,5,10,"Comments: Ticket Source has been perfect for all our events. A slick system, easy to navigate and manage, prompt payment to us and behind it all a friendly team (of real people you can talk to!) willing to help any time you get stuck. Couldn't ask for more.",,,,
ticketsource,Could be simplified?,Rhona D.,,,,NO,Source: Capterra,11-Jan-17,3,3,3,3,5,10,"Comments: Could be simplified for ease of use.It would be good if free places didn't have to pay a booking fee. We want to include free spaces on at our events so they are accessible, but if folk still have to input credit card details etc. and pay a fee it doesn't really work.",,,,
ticketsource,Does what it sets out to do! Professioanalise your ticket selling.,Richard F.,,,,NO,Source: Capterra,12-Jan-17,5,4,4,5,5,10,Comments: Has made our ticket selling so much easier and helped to increase our sales. We rarely sell tickets on the door any more. Highly recommend this software.,,,,
ticketsource,Very helpful and supportive customer service.,Melanie R.,,,,NO,Source: Capterra,11-Jan-17,5,4,4,5,5,10,Comments: I had to cancel an event last year and it was made so easy by the way everyone just received their payment back.,,,,
ticketsource,Excellent all round,Jenny S.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: This is easy to use the system, I found it very straightforward and the staff is very friendly and helpful.",,,,
ticketsource,First time user,Jo T.,,,,NO,Source: Capterra,13-Oct-14,5,5,5,5,5,10,Comments: As a small amateur theatre company it was our first time using online ticket sales. It couldn't have been easier! The instructions are very easy to follow and very helpful staff if you call up with a problem. Would definitely use again. Thanks.,,,,
ticketsource,Makes my life so much easier,Sally B.,,,,NO,Source: Capterra,12-Jan-17,5,5,4,5,5,10,Comments: Prior to ticket source I would have to process cheques and cash for courses and events. Now ticket source looks after the payments life is so much easier,,,,
ticketsource,Ticketsource,Sophie W.,,,,NO,Source: Capterra,12-Jan-17,5,5,4,5,5,10,"Comments: A very simple to use system, events are easy to set up, the tickets look very professional and the report functions are very useful.",,,,
ticketsource,Great site!,Joe L.,,,,NO,Source: Capterra,11-Jan-17,5,4,4,3,5,10,"Comments: Such a great site to use, easy to navigate and easy to sort ticket sales out. Also very prompt with payments after.",,,,
ticketsource,Excellent,Charlie S.,Director,,,NO,Source: Capterra,13-Nov-14,5,5,4,5,5,10,"Comments: We host a large Firework event in London and can say that the systems were fantastic. Branding was kept as our own and was so easy to use, if there were any problems they were solved straight away! Would defo use again!!! Thanks",,,,
ticketsource,Ticket Source - Burgess Hill Girls School,Tim O.,,,,NO,Source: Capterra,12-Jan-17,5,4,4,4,5,10,Comments: Quick and easy way to setup and repeat regular events. Simple layout with password control where necessary.,,,,
ticketsource,"TS Review - Brewhouse Theatre, Taunton",Alan H.,,,,NO,Source: Capterra,12-Jan-17,3,4,3,5,5,10,"Comments: Customer Service staff are always extremely helpful and knowledgeable, keen to help and responsive to our issues.",,,,
ticketsource,"Fantatsic, User Friendly and Reliable",Andrew P.,Artistic Director,,,NO,Source: Capterra,7-Oct-14,5,5,3,5,5,10,"Comments: User friendly, easy to use and navigate, reliable, professional and makes you look professional to your customers, has made ticket sales so easy - thank you.",,,,
ticketsource,Superb ticketing service!,Claire S.,Artistic Director,,,NO,Source: Capterra,7-Oct-14,5,5,3,5,5,10,"Comments: A completely brilliant ticketing service, with a wonderfully friendly and helpful customer service team. They really have thought of everything. I have absolutely no reservations in recommending TicketSource wholeheartedly.",,,,
ticketsource,"Super, Smashing, Great!",Mike D.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,Comments: What a fantastic service. The site is professionally run and customer service is second to none! Would highly recommend!,,,,
ticketsource,Well laid out & easy to use online Box Office system,Candy L.,Treasurer,,,NO,Source: Capterra,8-Oct-14,5,5,5,5,5,10,Comments: TicketSource provides a straightforward system which can be used easily by customers and administrators alike.,,,,
ticketsource,Great resource!,Geraldine H.,,,,NO,Source: Capterra,11-Jan-17,5,5,5,5,5,10,"Comments: Easy and such a useful way for us to run our box office needs, glad we discovered it and will continue to use for all our shows",,,,
ticketsource,North Staffs Operatic society,Gina B.,Treasurer. Ticket Sec,,,NO,Source: Capterra,8-Oct-14,5,5,5,5,5,10,Comments: I am sorry to be so positive but this system really works for us- staff are very helpful and we feel in control of our sales. Ticket blank supplies were a bit chaotic but i think that has been sorted.,,,,
ticketsource,Excellent service,Steve R.,Director,,,NO,Source: Capterra,9-Oct-14,5,5,5,5,5,10,"Comments: I've been using TicketSource for a number of years and have found them very reliable, prompt in payment, and very quick at customer service with real humans on the phone available to help out. I highly recommend them.",,,,
ticketsource,Ticketing made easy,V R.,,,,NO,Source: Capterra,12-Jan-17,5,5,5,5,5,10,"Comments: Every feature we required, easy to use interface and guidance, fast site, great pricing, nice looking front end for customers.",,,,
ticketsource,Doncaster Little Theatre,Heather S.,,,,NO,Source: Capterra,11-Jan-17,4,4,4,4,5,10,Comments: Ticket Source is easy to use and understand. The instructions on each section are clear and using the booking software is easy,,,,
ticketsource,"Easy, simple and reliable",Cheryl M.,,,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,Comments: I find ticketsource really easy to set up and use. Payment comes quickly and customers like it. What more could I want :) recommended!,,,,
ticketsource,Incredibly easy to use :),Aidan J.,Event Manager,,,NO,Source: Capterra,8-Oct-14,5,5,4,5,5,10,"Comments: As event manager, I had total control over the ticket sales. TicketSource had lots of different options so you can adjust your tickets to the event type etc...",,,,
ticketsource,Good helpdesk,Liz S.,,,,NO,Source: Capterra,12-Jan-17,4,4,4,5,5,10,"Comments: I have had to call the helpdesk once or twice, and they are always sympathetic and as helpful as they can be.",,,,
ticketsource,Ticketsource free a k,Linda E.,,,,NO,Source: Capterra,11-Jan-17,4,5,4,3,5,10,Comments: Good app used lots of times now has made a lots earlier now to sell tickets online as well at the ventue,,,,
ticketsource,Seasons Greetings,Pat A.,Booking Secretary,,,NO,Source: Capterra,8-Oct-14,5,5,4,3,5,10,Comments: Very helpful when I have had a problem to sort out.,,,,
ticketsource,So easy to use and great support,Martin C.,Founder,,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,"Comments: Pros ease of use, great staff support. Cons - probably some but i didnt find any .",,,,
ticketsource,Jay &J Artist Management and Promotions,John M.,C E O,,,NO,Source: Capterra,7-Oct-14,5,4,4,5,5,10,"Comments: Ticketsource are doing a fine job for me as a newcomer to online ticket selling they are very helpful.Promotion and selling is a two way exchange and with tickectsource this definetly is the case.",,,,
ticketsource,Annual Assembly 2014,Kevin N.,Adsministrator,,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,"Comments: I found that Ticketsource was really easy to us, and when I had a problem, it was very easy to contact them to sort it out. Their customer service was very good.",,,,
ticketsource,Great Service,Sue H.,Director,,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,Comments: I have used ticket source on a few occasions and have always been very happy with the service. Easy to use and stress free.,,,,
ticketsource,Well worth while,Michael M.,Box office,,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,"Comments: A simple easy to use ticketing system. Perfect for our small village group, very good value for money and simple but flexible",,,,
ticketsource,Ticket Source,Anna C.,School Secretary,,,NO,Source: Capterra,8-Oct-14,5,5,4,5,5,10,Comments: Ticket Source has saved us an enormous amount of time and has been a great success,,,,
ticketsource,Great Service,Bartolo C.,Owner,,,NO,Source: Capterra,25-Dec-14,5,5,4,5,5,10,Comments: After two other ticketing software trials Ticketsource is for us. Easy to use and great customer service.,,,,
ticketsource,5 Valeys Fireworks,Derek R.,,,,NO,Source: Capterra,19-Oct-14,5,5,4,5,5,10,"Comments: Excellent service during our initial investigation - patient, helpful etc.",,,,
ticketsource,"Easy to use, packed with features and excellent customer support",Neil S.,N/A,,Used the software for: Less than 6 months,NO,Source: Capterra,1-Feb-18,5,5,5,5,5,10,,"Pros: Ease of use, look and feel, customer service help seeing as it was my first time, fast release of funds at the end of the event... The list goes on.",,,
ticketsource,Experience of TicketSource,Colin H.,Finance,,,NO,Source: Capterra,9-Oct-14,4,4,5,5,5,10,Comments: Works well and on the rare occasions that something's gone wrong they're helpful in agreeing corrective action.,,,,
ticketsource,Penrith Players,Mike H.,Chair,,,NO,Source: Capterra,8-Oct-14,5,5,5,5,5,10,Comments: Compared with many other similar companies it is easy to operate and there is great support from staff when there is a problem.,,,,
ticketsource,Using Ticketsource,Richard L.,Director,,,NO,Source: Capterra,8-Oct-14,5,5,5,5,5,10,"Comments: Signed up and nervously started usingEverything was clear and easy!Love it!",,,,
ticketsource,Very Satisfied,Iain B.,Marketing Graduate,,,NO,Source: Capterra,8-Oct-14,5,5,5,5,5,10,"Comments: Had no hassle or bother, easy to do and a very good rate, will use in future.",,,,
ticketsource,Excellent!,Mark L.,Founder,,,NO,Source: Capterra,7-Oct-14,5,5,5,5,5,10,"Comments: Easy to use, great back office support and a great way to have ticket sales all in one place includign offline sales and reservations",,,,
ticketsource,Overall,Richard W.,,,,NO,Source: Capterra,8-Oct-14,2,2,5,5,5,10,"Comments: We have used ticketsource for several years now and have been very pleased with the overall service. We find it very easy to use and on the few occasions that we have had to ring with a query, the service has been prompt, knowledgeable and efficient",,,,
ticketsource,Aladdin Starlight proctuctions,Steve V.,Secretary,,,NO,Source: Capterra,29-Jan-15,5,5,5,5,5,10,"Comments: As always, a great way to sell tickets online with regular updates of ticket sales Highly recommended",,,,
ticketsource,Easy to set up and use,Andrew M.,Publicity,,,NO,Source: Capterra,7-Oct-14,4,5,5,5,5,10,Comments: Good to have a really useful help desk which is easy to contact,,,,
ticketsource,alexandra lyons presents,alexandra l.,,,,NO,Source: Capterra,8-Oct-14,4,4,5,4,5,10,"Comments: Really easy to use, clear instructions, you can also telephone them and speak to a real person!",,,,
ticketsource,TicketSource,Phil G.,,,,NO,Source: Capterra,8-Oct-14,5,5,5,5,5,10,Comments: Great application. Very professional.,,,,
ticketsource,Searching in TS is rubbish,Berkeley R.,,,,NO,Source: Capterra,12-Jan-17,1,2,1,4,5,10,Comments: I just searched for classical music events near Chester in the NW and came up with lots of opportunities to jump in a swimming pool in Huddersfield!! Even giving a venue still led me to the splash pool!,,,,
ticketsource,Just Blooming Good......,Paul G.,Artistic Director,,,NO,Source: Capterra,7-Oct-14,5,5,1,5,5,10,Comments: no need to say more!,,,,
ticketsource,Excellent resource,Trevor L.,Finance Officer,,,NO,Source: Capterra,9-Oct-14,5,5,1,5,5,10,"Comments: A great product, simple to use both for us and our customers.",,,,
ticketsource,"Great Service - Proactive, Helpful, Easy to Use",Andy O.,,,,NO,Source: Capterra,7-Oct-14,5,5,1,5,5,10,"Comments: Great Service - Proactive, Helpful, Easy to Use",,,,
ticketsource,Charing Players,Valerie P.,,,,NO,Source: Capterra,12-Jan-17,3,2,4,5,5,10,Comments: I did have some problems inputting the details of our production but I am of an age where technology is not second nature. However the previous administrator rang you and got everything sorted.,,,,
ticketsource,"Excellent, user friendly ticket system.",Clare P.,Principle,,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,"Comments: An easy to use, detailed ticket system.",,,,
ticketsource,Excellent easy way to sell tickets online,Carolyn S.,Chair,,,NO,Source: Capterra,7-Oct-14,5,5,4,5,5,10,Comments: Very satisfied with Ticketsource,,,,
ticketsource,My experience is entirely positive and with guidance from Ticket Source the software is easy to use.,Keith B.,Volunteer,,Used the software for: Less than 6 months,NO,Source: Capterra,7-Sep-17,5,5,5,5,5,10,,"Pros: It is easy to use both for the administrator and our audience, the staff at Ticket Source are friendly and helpful and the cash appears in our bank account within a few days for the concert.For our customers who live a distance from the venue, it is so simple to book tickets on line.",,,
ticketsource,Worked perfectly for our five night panto - each night was a sellout!,Colin J.,Treasurer,"Arts and Crafts, Self-employed",Used the software for: Less than 6 months,NO,Source: Capterra,14-Dec-17,5,4,4,4,5,10,,"Pros: The seating plans worked really well and allowed people to select their own seats, but despite being a bit nervous about this we still sold out every single seat!",Cons: It would be nice to see some type of graph to show number of tickets being sold by time as the default reports were quite basic.,,
